#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	2210995	2264304	hgle-ks t1pks hybrid	false	heterocyst glycolipids	85	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=2210995&end=2264304
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	2269312	2316179	t1pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=2269312&end=2316179
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	2340000	2387419	nrps	false	scytocyclamide A/scytocyclamide B/scytocyclamide B3/scytocyclamide C/scytocyclamide A2/scytocyclamide B2	38	BGC0002484	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=2340000&end=2387419
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	2455579	2479174	lassopeptide rre-containing hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=2455579&end=2479174
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	3134272	3178181	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=3134272&end=3178181
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	3381983	3424267	lanthipeptide-class-v spliceotide rre-containing hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=3381983&end=3424267
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	3580964	3708830	prodigiosin nrps hybrid	false	heinamide A1/heinamide A2/heinamide A3/heinamide B1/heinamide B2/heinamide B3/heinamide B4/heinamide B5	100	BGC0002572	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=3580964&end=3708830
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	3793161	3814413	microviridin	false	microviridin K	50	BGC0000594	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=3793161&end=3814413
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	4125427	4147670	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=4125427&end=4147670
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	4281215	4335187	hgle-ks rre-containing hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=4281215&end=4335187
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	4401788	4422031	microviridin	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=4401788&end=4422031
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	4705382	4763152	t1pks nrps hybrid	false	nostopeptolide A2	50	BGC0001028	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=4705382&end=4763152
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	4941185	5019952	t1pks nrps nrp-metallophore hybrid	false	nostopeptolide A1/nostopeptolide 1052	50	BGC0002061	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=4941185&end=5019952
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	5257535	5282535	terpene	false	aranazole A/aranazole B/aranazole C/aranazole D	12	BGC0001884	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=5257535&end=5282535
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	5430399	5489991	lanthipeptide-class-v nrps hybrid	false	desmamide A/desmamide B/desmamide C	27	BGC0002625	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=5430399&end=5489991
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	5543053	5595398	nrps	false	scytocyclamide A/scytocyclamide B/scytocyclamide B3/scytocyclamide C/scytocyclamide A2/scytocyclamide B2	38	BGC0002484	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=5543053&end=5595398
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	5677739	5728643	nrps	false	puwainaphycin F/minutissamide A	33	BGC0001951	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=5677739&end=5728643
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	5948922	5981250	crocagin	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=5948922&end=5981250
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	6196101	6271584	nrps-like t1pks hybrid	false	minutissamide A/minutissamide C/minutissamide D	46	BGC0001952	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=6196101&end=6271584
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	6273147	6284089	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=6273147&end=6284089
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	6785754	6828131	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=6785754&end=6828131
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	7057110	7104376	hgle-ks	false	heterocyst glycolipids	57	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=7057110&end=7104376
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	7618059	7628893	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=7618059&end=7628893
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	7670655	7700133	cyanobactin	false	anacyclamide D8P/sphaerocyclamide	60	BGC0001505	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=7670655&end=7700133
Nostoc	Unknown	UHCC 0702	NZ_CP071065.1	8159994	8180927	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP071065.1&start=8159994&end=8180927
Prochlorococcus	marinus	MIT 0912	NZ_CP114783.1	65627	86914	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP114783.1&start=65627&end=86914
Prochlorococcus	marinus	MIT 0912	NZ_CP114783.1	672190	693435	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP114783.1&start=672190&end=693435
Prochlorococcus	marinus	MIT 0912	NZ_CP114783.1	1522359	1543298	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP114783.1&start=1522359&end=1543298
Pseudanabaena	Unknown	Chao 1811	NZ_CP101416.1	1040269	1061157	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP101416.1&start=1040269&end=1061157
Pseudanabaena	Unknown	Chao 1811	NZ_CP101416.1	3957770	4000122	nrps-like	false	vicenistatin	10	BGC0002634	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP101416.1&start=3957770&end=4000122
Synechococcus	Unknown	CBW1108	NZ_CP060395.1	974142	995054	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP060395.1&start=974142&end=995054
Synechococcus	Unknown	CBW1108	NZ_CP060395.1	2335029	2356379	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP060395.1&start=2335029&end=2356379
Synechococcus	Unknown	CBW1108	NZ_CP060395.1	2912423	2953482	t3pks	false	hierridin B/hierridin C	42	BGC0001962	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP060395.1&start=2912423&end=2953482
Cylindrospermopsis	raciborskii	N8	NZ_CP073250.1	88905	109733	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073250.1&start=88905&end=109733
Cylindrospermopsis	raciborskii	N8	NZ_CP073250.1	241379	263296	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073250.1&start=241379&end=263296
Cylindrospermopsis	raciborskii	N8	NZ_CP073250.1	675778	718541	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073250.1&start=675778&end=718541
Cylindrospermopsis	raciborskii	N8	NZ_CP073250.1	889928	938595	hgle-ks	false	heterocyst glycolipids	71	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073250.1&start=889928&end=938595
Cylindrospermopsis	raciborskii	N8	NZ_CP073250.1	2017386	2038319	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073250.1&start=2017386&end=2038319
Cylindrospermopsis	raciborskii	N8	NZ_CP073250.1	2171041	2248676	nrps	false	hassallidin C	59	BGC0000369	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073250.1&start=2171041&end=2248676
Cylindrospermopsis	raciborskii	N8	NZ_CP073250.1	2653121	2699964	hgle-ks	false	heterocyst glycolipids	57	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073250.1&start=2653121&end=2699964
Cylindrospermopsis	raciborskii	N8	NZ_CP073250.1	2758595	2801201	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073250.1&start=2758595&end=2801201
Cylindrospermopsis	raciborskii	N8	NZ_CP073250.1	3061459	3107798	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073250.1&start=3061459&end=3107798
Cylindrospermopsis	raciborskii	N8	NZ_CP073250.1	3332437	3374760	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073250.1&start=3332437&end=3374760
Cylindrospermopsis	raciborskii	N8	NZ_CP073250.1	3637251	3678403	arylpolyene	false	TP-1161	12	BGC0000615	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP073250.1&start=3637251&end=3678403
Synechococcus	Unknown	JA-3-3Ab	NC_007775.1	316815	337703	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_007775.1&start=316815&end=337703
Synechococcus	Unknown	PCC 7502	NC_019702.1	1225150	1245963	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019702.1&start=1225150&end=1245963
Synechococcus	Unknown	PCC 7502	NC_019702.1	2233562	2254444	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019702.1&start=2233562&end=2254444
Synechococcus	Unknown	PCC 7502	NC_019702.1	2915326	2964490	nrps nrps-like hybrid	false	cyanopeptolin	75	BGC0000331	https://antismash-db.secondarymetabolites.org/area?record=NC_019702.1&start=2915326&end=2964490
Synechococcus	Unknown	PCC 7502	NC_019702.1	3032692	3075701	nrps-like	false	bovienimide A	100	BGC0002135	https://antismash-db.secondarymetabolites.org/area?record=NC_019702.1&start=3032692&end=3075701
Synechococcus	Unknown	PCC 7502	NC_019702.1	3399723	3421715	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019702.1&start=3399723&end=3421715
Synechococcus	Unknown	PCC 7336	NZ_CM001776.1	404156	416997	hydrogen-cyanide	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CM001776.1&start=404156&end=416997
Synechococcus	Unknown	PCC 7336	NZ_CM001776.1	442252	452672	ectoine	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CM001776.1&start=442252&end=452672
Synechococcus	Unknown	PCC 7336	NZ_CM001776.1	2122266	2144216	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CM001776.1&start=2122266&end=2144216
Synechococcus	Unknown	PCC 7336	NZ_CM001776.1	3108752	3172481	terpene nrps nrps-like hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CM001776.1&start=3108752&end=3172481
Synechococcus	Unknown	PCC 7336	NZ_CM001776.1	4431193	4442138	butyrolactone	false	aranazole A/aranazole B/aranazole C/aranazole D	18	BGC0001884	https://antismash-db.secondarymetabolites.org/area?record=NZ_CM001776.1&start=4431193&end=4442138
Synechococcus	Unknown	PCC 7336	NZ_CM001776.1	4566278	4587118	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CM001776.1&start=4566278&end=4587118
Synechococcus	Unknown	PCC 7336	NZ_CM001776.1	4822455	4922007	nrps nrps-like t1pks hybrid	false	hapalosin	60	BGC0001467	https://antismash-db.secondarymetabolites.org/area?record=NZ_CM001776.1&start=4822455&end=4922007
Dolichospermum	circinale	AWQC310F	NZ_KE384663.1	0	41809	nrps-like	true	12-epi-hapalindole J isonitrile/ambiguine A isonitrile/ambiguine B isonitrile/ambiguine C isonitrile/ambiguine D isonitrile/ambiguine E isonitrile/ambiguine K isonitrile/ambiguine L isonitrile/ambiguine I isonitrile/ambiguine J isonitrile	6	BGC0001126	https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384663.1&start=0&end=41809
Dolichospermum	circinale	AWQC310F	NZ_KE384663.1	288343	334315	terpene t1pks hybrid	false	bartoloside 2/bartoloside 3/bartoloside 4	27	BGC0001525	https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384663.1&start=288343&end=334315
Dolichospermum	circinale	AWQC310F	NZ_KE384665.1	109332	121391	cyanobactin	true	anacyclamide A10	42	BGC0000472	https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384665.1&start=109332&end=121391
Dolichospermum	circinale	AWQC310F	NZ_KE384667.1	76425	97358	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384667.1&start=76425&end=97358
Dolichospermum	circinale	AWQC310F	NZ_KE384669.1	78034	111860	hgle-ks	true	heterocyst glycolipids	57	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384669.1&start=78034&end=111860
Dolichospermum	circinale	AWQC310F	NZ_KE384673.1	4892	53825	hgle-ks	false	heterocyst glycolipids	85	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384673.1&start=4892&end=53825
Dolichospermum	circinale	AWQC310F	NZ_KE384675.1	67492	85182	cyanobactin	true	anacyclamide A10	50	BGC0000472	https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384675.1&start=67492&end=85182
Dolichospermum	circinale	AWQC310F	NZ_KE384677.1	0	47272	nrps	true	varlaxin 1046A/varlaxin 1022A	31	BGC0002632	https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384677.1&start=0&end=47272
Dolichospermum	circinale	AWQC310F	NZ_KE384690.1	27978	50237	terpene	false	geosmin	100	BGC0000661	https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384690.1&start=27978&end=50237
Dolichospermum	circinale	AWQC310F	NZ_KE384692.1	0	34621	nrps	true	puwainaphycin A/puwainaphycin B/puwainaphycin C/puwainaphycin D	20	BGC0001125	https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384692.1&start=0&end=34621
Dolichospermum	circinale	AWQC310F	NZ_KE384696.1	40284	62195	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384696.1&start=40284&end=62195
Dolichospermum	circinale	AWQC310F	NZ_KE384696.1	64537	109286	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384696.1&start=64537&end=109286
Dolichospermum	circinale	AWQC310F	NZ_KE384697.1	11725	34268	lanthipeptide-class-v	true	hassallidin C	6	BGC0000369	https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384697.1&start=11725&end=34268
Dolichospermum	circinale	AWQC310F	NZ_KE384716.1	99530	142269	nrps-like	false	ishigamide	11	BGC0001623	https://antismash-db.secondarymetabolites.org/area?record=NZ_KE384716.1&start=99530&end=142269
Prochlorococcus	Unknown	MIT 0604	NZ_CP007753.1	155879	176788	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP007753.1&start=155879&end=176788
Prochlorococcus	Unknown	MIT 0604	NZ_CP007753.1	593078	614362	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP007753.1&start=593078&end=614362
Prochlorococcus	Unknown	MIT 0604	NZ_CP007753.1	993875	1015087	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP007753.1&start=993875&end=1015087
Dolichospermum	planctonicum	UHCC 0167	NZ_VILE02000002.1	187139	209080	rre-containing spliceotide hybrid	false	PcpA	33	BGC0001733	https://antismash-db.secondarymetabolites.org/area?record=NZ_VILE02000002.1&start=187139&end=209080
Dolichospermum	planctonicum	UHCC 0167	NZ_VILE02000003.1	217687	238518	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_VILE02000003.1&start=217687&end=238518
Dolichospermum	planctonicum	UHCC 0167	NZ_VILE02000004.1	66366	109708	t1pks	false	minutissamide A/minutissamide C/minutissamide D	30	BGC0001952	https://antismash-db.secondarymetabolites.org/area?record=NZ_VILE02000004.1&start=66366&end=109708
Dolichospermum	planctonicum	UHCC 0167	NZ_VILE02000005.1	190721	235497	nrps-like	false	O-antigen	14	BGC0000781	https://antismash-db.secondarymetabolites.org/area?record=NZ_VILE02000005.1&start=190721&end=235497
Dolichospermum	planctonicum	UHCC 0167	NZ_VILE02000005.1	242122	264030	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_VILE02000005.1&start=242122&end=264030
Dolichospermum	planctonicum	UHCC 0167	NZ_VILE02000008.1	168959	201135	cyanobactin	false	anacyclamide A10	100	BGC0000472	https://antismash-db.secondarymetabolites.org/area?record=NZ_VILE02000008.1&start=168959&end=201135
Dolichospermum	planctonicum	UHCC 0167	NZ_VILE02000010.1	61493	82426	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_VILE02000010.1&start=61493&end=82426
Dolichospermum	planctonicum	UHCC 0167	NZ_VILE02000011.1	132770	183100	ectoine t1pks nrps-like hybrid	false	nostophycin	27	BGC0001029	https://antismash-db.secondarymetabolites.org/area?record=NZ_VILE02000011.1&start=132770&end=183100
Dolichospermum	planctonicum	UHCC 0167	NZ_VILE02000015.1	82815	121931	nrps	true	varlaxin 1046A/varlaxin 1022A	9	BGC0002632	https://antismash-db.secondarymetabolites.org/area?record=NZ_VILE02000015.1&start=82815&end=121931
Dolichospermum	planctonicum	UHCC 0167	NZ_VILE02000017.1	10159	52558	lanthipeptide-class-v	false	hassallidin C	6	BGC0000369	https://antismash-db.secondarymetabolites.org/area?record=NZ_VILE02000017.1&start=10159&end=52558
Dolichospermum	planctonicum	UHCC 0167	NZ_VILE02000018.1	37581	89536	hgle-ks t1pks hybrid	false	heterocyst glycolipids	85	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_VILE02000018.1&start=37581&end=89536
Dolichospermum	planctonicum	UHCC 0167	NZ_VILE02000020.1	7528	53894	hgle-ks	false	heterocyst glycolipids	57	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_VILE02000020.1&start=7528&end=53894
Synechocystis	Unknown	PCC 7338	NZ_CP054306.1	77539	98625	2dos	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP054306.1&start=77539&end=98625
Synechocystis	Unknown	PCC 7338	NZ_CP054306.1	2279213	2300227	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP054306.1&start=2279213&end=2300227
Synechocystis	Unknown	PCC 7338	NZ_CP054306.1	2423336	2445295	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP054306.1&start=2423336&end=2445295
Synechocystis	Unknown	PCC 7338	NZ_CP054306.1	2689308	2710124	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP054306.1&start=2689308&end=2710124
Synechocystis	Unknown	PCC 7338	NZ_CP054306.1	2817712	2858864	resorcinol	false	bartoloside E/bartoloside F/bartoloside G/bartoloside H/bartoloside I/bartoloside J/bartoloside K	100	BGC0001526	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP054306.1&start=2817712&end=2858864
Acaryochloris	marina	S15	NZ_CP064923.1	400165	421245	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064923.1&start=400165&end=421245
Acaryochloris	marina	S15	NZ_CP064923.1	1439021	1459963	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064923.1&start=1439021&end=1459963
Acaryochloris	marina	S15	NZ_CP064923.1	1463249	1485169	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064923.1&start=1463249&end=1485169
Acaryochloris	marina	S15	NZ_CP064923.1	1675588	1718249	nrps-like	false	synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C	9	BGC0002470	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP064923.1&start=1675588&end=1718249
